"Source Name","Program Name",Username,Date/Time,"Bytes Sent","Bytes Received",Comment,"Data Source"
SRUDB.dat,"\program files (x86)\ahnlab\asp\components\asplnchr.exe",souldrag,"2023-09-13 19:00:00 KST",52001,1122117,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files (x86)\kings online security\kossvc.exe","Local System","2023-09-13 19:00:00 KST",462,1173,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,,,"2023-09-13 19:08:00 KST",3438682,138224246,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,System,"Local System","2023-09-13 19:08:00 KST",4236,0,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\windows\system32\smartscreen.exe",souldrag,"2023-09-13 19:08:00 KST",11224,9777,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files (x86)\microsoft\edge\application\msedge.exe",souldrag,"2023-09-13 19:08:00 KST",19538,10957,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files\google\chrome\application\chrome.exe",souldrag,"2023-09-13 19:08:00 KST",3351480,27053389,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,,,"2023-09-14 12:10:00 KST",2520122,26239985,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,System,"Local System","2023-09-14 12:10:00 KST",32604,0,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\windows\system32\devicecensus.exe","Local System","2023-09-14 12:10:00 KST",1164,3454,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\windows\system32\mousocoreworker.exe","Local System","2023-09-14 12:10:00 KST",2062,6658,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files (x86)\microsoft\edgeupdate\microsoftedgeupdate.exe",souldrag,"2023-09-14 12:10:00 KST",4005,3616,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files (x86)\microsoft\edgeupdate\microsoftedgeupdate.exe","Local System","2023-09-14 12:10:00 KST",4459,7477,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\windows\system32\taskhostw.exe",souldrag,"2023-09-14 12:10:00 KST",6332,3021,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\windows\system32\taskhostw.exe","Local System","2023-09-14 12:10:00 KST",13029,27833,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\windows\system32\smartscreen.exe",souldrag,"2023-09-14 12:10:00 KST",2578,4060,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\IPv6 Control Message","Local System","2023-09-14 12:10:00 KST",1350,0,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\users\souldrag\appdata\local\microsoft\onedrive\onedrive.exe",souldrag,"2023-09-14 12:10:00 KST",9197,34148,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files (x86)\microsoft\edge\application\msedge.exe",souldrag,"2023-09-14 12:10:00 KST",168543,2082537,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\users\souldrag\appdata\local\microsoft\onedrive\23.174.0820.0003\microsoft.sharepoint.exe",souldrag,"2023-09-14 12:10:00 KST",3923,6196,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\windows\system32\sihclient.exe",souldrag,"2023-09-14 12:10:00 KST",5012,23982,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\windows\system32\compattelrunner.exe","Local System","2023-09-14 12:10:00 KST",1557,3608,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files\google\chrome\application\chrome.exe",souldrag,"2023-09-14 12:10:00 KST",1148125,6742987,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files (x86)\google\update\googleupdate.exe",souldrag,"2023-09-14 12:10:00 KST",2807,4216,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\windows\system32\wuauclt.exe","Local System","2023-09-14 12:10:00 KST",2676,6943,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\windows\system32\wermgr.exe",souldrag,"2023-09-14 12:10:00 KST",6892,3194,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\windows\system32\mrt.exe","Local System","2023-09-14 12:10:00 KST",2400,3156,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,,,"2023-09-14 13:12:00 KST",4672629,79421065,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,System,"Local System","2023-09-14 13:12:00 KST",34020,0,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\IPv6 Control Message","Local System","2023-09-14 13:12:00 KST",2250,0,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files (x86)\microsoft\edge\application\msedge.exe",souldrag,"2023-09-14 13:12:00 KST",4182,5367,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files\google\chrome\application\chrome.exe",souldrag,"2023-09-14 13:12:00 KST",4537254,73197697,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files (x86)\kings online security\kossvc.exe","Local System","2023-09-14 13:12:00 KST",924,2346,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,,,"2023-09-14 15:00:00 KST",18612940,1916106100,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,System,"Local System","2023-09-14 15:00:00 KST",33330,0,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\windows\system32\mousocoreworker.exe","Local System","2023-09-14 15:00:00 KST",2480,3609,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\windows\system32\smartscreen.exe",souldrag,"2023-09-14 15:00:00 KST",25720,22408,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\IPv6 Control Message","Local System","2023-09-14 15:00:00 KST",3256,0,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\users\souldrag\appdata\local\microsoft\onedrive\onedrive.exe",souldrag,"2023-09-14 15:00:00 KST",7286,27836,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\users\souldrag\appdata\local\microsoft\onedrive\update\onedrivesetup.exe",souldrag,"2023-09-14 15:00:00 KST",1469,3943,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files (x86)\microsoft\edge\application\msedge.exe",souldrag,"2023-09-14 15:00:00 KST",2079,5139,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\users\souldrag\appdata\local\microsoft\onedrive\23.174.0820.0003\microsoft.sharepoint.exe",souldrag,"2023-09-14 15:00:00 KST",3921,6197,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\users\souldrag\appdata\local\microsoft\onedrive\onedrivestandaloneupdater.exe",souldrag,"2023-09-14 15:00:00 KST",2016,8388,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files\google\chrome\application\chrome.exe",souldrag,"2023-09-14 15:00:00 KST",7718745,75902040,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files (x86)\google\update\googleupdate.exe",souldrag,"2023-09-14 15:00:00 KST",1441,3935,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files (x86)\kings online security\kossvc.exe","Local System","2023-09-14 15:00:00 KST",354,1053,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\users\souldrag\appdata\local\discord\app-1.0.9017\discord.exe",souldrag,"2023-09-14 15:00:00 KST",974920,28192087,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\users\souldrag\appdata\local\microsoft\onedrive\23.180.0828.0001\microsoft.sharepoint.exe",souldrag,"2023-09-14 15:00:00 KST",4035,8441,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files\common files\microsoft shared\clicktorun\officec2rclient.exe",souldrag,"2023-09-14 15:00:00 KST",6987,23546,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files\common files\microsoft shared\clicktorun\officeclicktorun.exe",souldrag,"2023-09-14 15:00:00 KST",2744,10693,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files\common files\microsoft shared\clicktorun\officeclicktorun.exe","Local System","2023-09-14 15:00:00 KST",10445,28997,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\users\souldrag\downloads\setupprofessional2019retail.x64.ko-kr.exe",souldrag,"2023-09-14 15:00:00 KST",20098,27278,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files\microsoft office\root\integration\integrator.exe","Local System","2023-09-14 15:00:00 KST",6241,12821,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,,,"2023-09-14 16:02:00 KST",10610946,218942637,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,System,"Local System","2023-09-14 16:02:00 KST",35406,0,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\windows\system32\taskhostw.exe","Local System","2023-09-14 16:02:00 KST",9950,22751,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\windows\system32\smartscreen.exe",souldrag,"2023-09-14 16:02:00 KST",16864,20638,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\IPv6 Control Message","Local System","2023-09-14 16:02:00 KST",1800,0,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files (x86)\microsoft\edge\application\msedge.exe",souldrag,"2023-09-14 16:02:00 KST",2190,3732,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files\google\chrome\application\chrome.exe",souldrag,"2023-09-14 16:02:00 KST",8629173,123620056,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files\sublime text 3\sublime_text.exe",souldrag,"2023-09-14 16:02:00 KST",1071,3736,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files (x86)\kings online security\kossvc.exe","Local System","2023-09-14 16:02:00 KST",570,1293,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\users\souldrag\appdata\local\discord\app-1.0.9017\discord.exe",souldrag,"2023-09-14 16:02:00 KST",225150,2163656,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files\common files\microsoft shared\clicktorun\officec2rclient.exe","Local System","2023-09-14 16:02:00 KST",7905,36028,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files\common files\microsoft shared\clicktorun\officeclicktorun.exe",souldrag,"2023-09-14 16:02:00 KST",4045,3042,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files\common files\microsoft shared\clicktorun\officeclicktorun.exe","Local System","2023-09-14 16:02:00 KST",10382,11868,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\users\souldrag\downloads\setupprofessional2019retail.x64.ko-kr.exe",souldrag,"2023-09-14 16:02:00 KST",3084,3084,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files\microsoft office\root\integration\integrator.exe","Local System","2023-09-14 16:02:00 KST",11400,9124,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files\microsoft office\root\vfs\programfilescommonx64\microsoft shared\office16\olicenseheartbeat.exe",souldrag,"2023-09-14 16:02:00 KST",1345,3822,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files\microsoft office\root\integration\addons\onedrivesetup.exe",souldrag,"2023-09-14 16:02:00 KST",1469,3943,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files\microsoft office\root\office16\outlook.exe",souldrag,"2023-09-14 16:02:00 KST",191290,2754443,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\windows\system32\sppextcomobj.exe","NT Authority","2023-09-14 16:02:00 KST",1444,1368,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\windows\system32\searchprotocolhost.exe",souldrag,"2023-09-14 16:02:00 KST",2576,7676,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files\microsoft office\root\office16\excel.exe",souldrag,"2023-09-14 16:02:00 KST",98937,78602,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\users\souldrag\appdata\local\programs\python\python311\python.exe",souldrag,"2023-09-14 16:02:00 KST",130031,3687279,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files (x86)\microsoft onedrive\onedrivestandaloneupdater.exe",souldrag,"2023-09-14 16:02:00 KST",954,3559,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,,,"2023-09-14 16:54:00 KST",4180306,131676552,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,System,"Local System","2023-09-14 16:54:00 KST",28530,0,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\windows\system32\smartscreen.exe",souldrag,"2023-09-14 16:54:00 KST",2578,4060,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\IPv6 Control Message","Local System","2023-09-14 16:54:00 KST",1350,0,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files (x86)\microsoft\edge\application\msedge.exe",souldrag,"2023-09-14 16:54:00 KST",2122,3777,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files\google\chrome\application\chrome.exe",souldrag,"2023-09-14 16:54:00 KST",3863887,129820050,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files\sublime text 3\sublime_text.exe",souldrag,"2023-09-14 16:54:00 KST",2034,7472,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\users\souldrag\appdata\local\discord\app-1.0.9017\discord.exe",souldrag,"2023-09-14 16:54:00 KST",26840,29976,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files (x86)\microsoft onedrive\onedrivestandaloneupdater.exe",souldrag,"2023-09-14 16:54:00 KST",108,120,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,,,"2023-09-14 20:11:00 KST",3442078,81494904,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,System,"Local System","2023-09-14 20:11:00 KST",31500,0,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\windows\system32\mousocoreworker.exe","Local System","2023-09-14 20:11:00 KST",1961,3518,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\windows\system32\taskhostw.exe","Local System","2023-09-14 20:11:00 KST",3992,7328,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\windows\system32\smartscreen.exe",souldrag,"2023-09-14 20:11:00 KST",2578,4060,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\IPv6 Control Message","Local System","2023-09-14 20:11:00 KST",1350,0,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files (x86)\microsoft\edge\application\msedge.exe",souldrag,"2023-09-14 20:11:00 KST",161542,829069,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files\google\chrome\application\chrome.exe",souldrag,"2023-09-14 20:11:00 KST",2416598,66431768,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files (x86)\google\update\googleupdate.exe",souldrag,"2023-09-14 20:11:00 KST",2807,4215,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files (x86)\kings online security\kossvc.exe","Local System","2023-09-14 20:11:00 KST",462,2166,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\users\souldrag\appdata\local\discord\app-1.0.9017\discord.exe",souldrag,"2023-09-14 20:11:00 KST",116349,1283965,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files\common files\microsoft shared\clicktorun\officec2rclient.exe","Local System","2023-09-14 20:11:00 KST",55099,58525,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files\common files\microsoft shared\clicktorun\officeclicktorun.exe","Local System","2023-09-14 20:11:00 KST",50692,282740,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files (x86)\microsoft onedrive\onedrive.exe",souldrag,"2023-09-14 20:11:00 KST",3220,15798,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files\microsoft office\root\office16\sdxhelper.exe",souldrag,"2023-09-14 20:11:00 KST",51287,937141,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,,,"2023-09-15 10:37:00 KST",7831697,480593375,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,System,"Local System","2023-09-15 10:37:00 KST",40032,0,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\windows\system32\devicecensus.exe","Local System","2023-09-15 10:37:00 KST",1218,3546,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\windows\system32\mousocoreworker.exe","Local System","2023-09-15 10:37:00 KST",1961,3483,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files (x86)\microsoft\edgeupdate\microsoftedgeupdate.exe","Local System","2023-09-15 10:37:00 KST",3047,3396,"System Resource Usage - Network Usage",2023_KDFS.E01
SRUDB.dat,"\program files (x86)\microsoft\edgeupdate\microsoftedgeupdate.exe",souldrag,"2023-09-15 10:37:00 KST",4959,7473,"System Resource Usage - Network Usage",2023_KDFS.E01
